type,subject,format,question,answer
bonus,energy,Multiple Choice,5) Energy – Multiple Choice What thermal property of home insulation does the R-value represent? W) Transmissibility X) Resistance per unit area Y) Flux resistance Z) Insolance per unit area,"X) RESISTANCE PER UNIT AREA
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,6) Math – Short Answer Evaluate the following expression: 27 minus 19 minus open parenthesis 19 minus 27 close parenthesis.,16
bonus,math,Short Answer,6) Math – Short Answer Identify all of the following four statements about angles that are true: 1) Two angles that form a linear pair must be supplementary; 2) Supplementary angles must form a linear pair; 3) An exterior angle of a triangle must be obtuse; 4) An exterior angle of a triangle must have greater measure than either of its remote interior angles.,1 and 4
toss-up,energy,Short Answer,9) Energy – Short Answer Natural gas is mostly composed of what hydrocarbon?,METHANE
bonus,energy,Multiple Choice,9) Energy – Multiple Choice Cellulosic biomass can be converted via fermentation to what usable form of energy? W) Ethanol X) Biogas Y) Liquefied natural gas Z) Nitrogen,"W) ETHANOL
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,11) Math – Short Answer A square of side length 4 is divided into four squares. One of these is then split diagonally. What is the area of one of the resulting triangles?,2
bonus,math,Short Answer,11) Math – Short Answer A ball moves 0.24 kilometers in one minute. What is the speed of this ball in meters per second?,"4
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,"17) Math – Short Answer For a group of 200 students, 75 percent had brown eyes, 15 percent had blue eyes, and the rest had green eyes. How many students in the group had green eyes?",20
bonus,math,Multiple Choice,17) Math – Multiple Choice How many times do the graphs of the following equations intersect? x squared plus y squared = 4 and open parenthesis x – 2 close parenthesis squared plus open parenthesis y – 2 close parenthesis squared = 4 W) 0 X) 1 Y) 2 Z) 4,"Y) 2
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Multiple Choice,18) Energy – Multiple Choice How many states in the US mined coal in 2013? W) 10 X) 25 Y) 48 Z) 50,X) 25
bonus,energy,Short Answer,"18) Energy – Short Answer As of the third quarter of 2015, what state generates the most electricity via wind power?",TEXAS
toss-up,math,Short Answer,"22) Math – Short Answer A jet travels 2500 miles in 6 hours. To the nearest whole number of miles per hour, over the six-hour period, what is the average speed of the jet?",417
bonus,math,Short Answer,22) Math – Short Answer Identify all of the following 4 sets of numbers that are Pythagorean triples: 1) 5-12-13; 2) 13-13-15; 3) 6-9-12; 4) 9-40-41.,1 and 4
toss-up,energy,Multiple Choice,23) Physical Science – Multiple Choice The potential energy stored in a spring is proportional to which of the following? W) The square of the spring constant X) The square root of the spring's mass Y) The spring's height from Earth's surface Z) The square of the spring's stretch from equilibrium,Z) THE SQUARE OF THE SPRING'S STRETCH FROM EQUILIBRIUM
toss-up,math,Short Answer,2) Math – Short Answer Evaluate the following expression: 14 minus 6 times 5,-16
bonus,math,Short Answer,2) Math – Short Answer A right triangle has leg lengths 3 and 4. A similar triangle has its shorter leg of length 12. What is the length of the hypotenuse in the larger triangle?,20
toss-up,energy,Short Answer,3) Energy – Short Answer What is the Earth's most abundant energy source?,THE SUN (ACCEPT SOLAR ENERGY)
bonus,energy,Multiple Choice,3) Energy – Multiple Choice Approximately 45% of biomass energy production in the US comes from what fuel source? W) Landfill gas X) Solid waste Y) Wood Z) Biogas,"Y) WOOD
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Multiple Choice,4) Physical Science – Multiple Choice One kilogram of which of the following has the most energy? W) Ice at 0 degrees Celsius X) Water at 0 degrees Celsius Y) Water at 100 degrees Celsius Z) Steam at 100 degrees Celsius,Z) STEAM AT 100 DEGREES CELSIUS
toss-up,math,Multiple Choice,10) Math – Multiple Choice A hula hoop with a radius of 20 inches is cut into 5 congruent pieces. What is the length of each piece? W) 4π X) 5π Y) 8π Z) 10π,Y) 8π
bonus,math,Short Answer,10) Math – Short Answer Two dice are tossed. What is the probability that both results are five or higher?,1/9
toss-up,energy,Short Answer,11) Physical Science – Short Answer What scientist first proposed that energy is quantized in order to explain the emission spectrum of a black body?,MAX PLANCK
bonus,energy,Multiple Choice,"11) Physical Science – Multiple Choice Which of the following can be said about a single, unchanging mass M that is moving at a constant speed? W) The object's kinetic energy is a constant X) No outside forces act on the object Y) The object's potential energy is a constant Z) No internal forces act on the object","W) THE OBJECT'S KINETIC ENERGY IS A CONSTANT
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Multiple Choice,12) Energy – Multiple Choice What country is the world’s largest producer of natural gas? W) Austria X) United States Y) Russia Z) Kazakhstan [KAZ-ak-stahn],X) UNITED STATES
bonus,energy,Multiple Choice,"12) Energy – Multiple Choice In 2014, the United States and China agreed to reduce their greenhouse gas emissions. The US agreed to reduce emissions from the 2005 level by 2025 by what percentage range? W) 12-14 X) 19-21 Y) 26-28 Z) 33-35",Y) 26-28
toss-up,energy,Short Answer,14) Physical Science – Short Answer What is the term for the minimum amount of energy required to remove an electron from an atom in the gaseous phase?,IONIZATION ENERGY
toss-up,energy,Multiple Choice,16) Energy – Multiple Choice Which of the following elements is commonly used to control the chain reaction inside the reactor vessel of a nuclear power plant? W) Boron X) Nitrogen Y) Hydrogen Z) Carbon,W) BORON
bonus,energy,Multiple Choice,16) Energy – Multiple Choice Which of the following types of coal has the highest carbon content? W) Anthracite X) Lignite Y) Sub-bituminous Z) Bituminous,W) ANTHRACITE
toss-up,math,Short Answer,17) Math – Short Answer What is the multiplicative inverse of –1/5?,–5
bonus,math,Short Answer,"17) Math – Short Answer You are going to meet a friend at a skate park that is 4 miles from your house. You will ride your bike at a constant rate of 10 miles per hour. Your friend lives 1.5 miles from the skate park and will walk at a constant rate of 3 miles per hour. If each of you starts from your respective houses, how many minutes before you leave should your friend leave, so that you meet at the skate park at the same time?","6
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
bonus,biology,Multiple Choice,18) General Science – Multiple Choice A biology teacher is working with bacterial cultures in class and does not properly seal the inoculated samples. This poses the highest heath risk for which of the following groups of students? W) Students who have not been immunized X) Students with autoimmune disorders Y) The youngest students Z) All of the students equally,X) STUDENTS WITH AUTOIMMUNE DISORDERS
toss-up,math,Short Answer,19) Math – Short Answer What is the leading coefficient of the polynomial x4 – 2x2 – 2x + 4?,1
bonus,math,Short Answer,19) Math – Short Answer How many positive integers less than 300 are divisible by 3 but not by 21?,"85
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Short Answer,20) Physical Science – Short Answer What idealized object absorbs all radiation directed at it and emits all of its energy in the form of electromagnetic radiation?,BLACK BODY
toss-up,math,Short Answer,"23) Math – Short Answer In which quadrant does the point (3, -4) lie?",FOURTH (ACCEPT: 4)
bonus,math,Short Answer,"23) Math – Short Answer If a 15-degree sector of a circle has area 20 pi, then, to the nearest whole number, what is the radius of the circle?",22
toss-up,energy,Short Answer,2) Physical Science – Short Answer What type of energy is generally thought of as the energy of movement?,KINETIC
toss-up,math,Short Answer,3) Math – Short Answer How many real solutions are there to the equation 2x2 – 3x + 4 = 0?,0 (ACCEPT: NONE)
bonus,math,Short Answer,"3) Math – Short Answer At the Hamburger Den, John sold m + 17 hamburgers on Saturday. Jenny sold 3m – 7 hamburgers. If Jenny sold more hamburgers than John, what is the smallest possible value of m?","13
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
bonus,energy,Multiple Choice,5) Life Science – Multiple Choice Which of the following energy conversions takes place during photosynthesis? W) Light energy to mechanical energy X) Chemical energy to mechanical energy Y) Light energy to chemical energy Z) Light energy to mechanical energy to chemical energy,"Y) LIGHT ENERGY TO CHEMICAL ENERGY
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Multiple Choice,6) Energy – Multiple Choice Electricity used to power a home in the United States is sold by what unit? W) Kilojoule X) Kilojoule per hour Y) Kilowatt Z) Kilowatt hour,Z) KILOWATT HOUR
bonus,energy,Short Answer,6) Energy – Short Answer Light water nuclear reactors use primarily what element isotope as a fuel for fission?,URANIUM-235
toss-up,math,Short Answer,10) Math – Short Answer What is 23 – 32?,–1
bonus,math,Short Answer,10) Math – Short Answer What is the area of an equilateral triangle with sides of length 8?,16√3
toss-up,energy,Short Answer,11) Energy – Short Answer What specific fuel is predominantly used in modern blast furnaces?,COKE (DO NOT ACCEPT: COAL)
bonus,energy,Short Answer,"11) Energy – Short Answer In 1997, the United Nations negotiated a treaty to reduce greenhouse gas emissions from industrialized countries. What is the name of this treaty?","KYOTO PROTOCOL
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Multiple Choice,13) Energy – Multiple Choice What is the category of vehicles that can run on a mixture of up to 85% ethanol in gasoline? W) Plug-in X) Hybrid Y) Flexible fuel Z) Mixed fuel,Y) FLEXIBLE FUEL
bonus,energy,Multiple Choice,13) Energy – Multiple Choice You have decided to build a biomass plant that will use waste from the corn harvest. Which of the following would be the best place to build your plant? W) California-Nevada border X) Pennsylvania-New York border Y) Iowa-Illinois border Z) Ohio-Kentucky border,"Y) IOWA-ILLINOIS BORDER
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
bonus,physics,Short Answer,"15) Physical Science – Short Answer In physics, what does the acronym ""laser"" stand for?","LIGHT AMPLIFICATION BY STIMULATED EMISSION OF RADIATION
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,"17) Math – Short Answer If the perimeter of a triangle is 48 centimeters, and the lengths of two of its sides are 14 and 13 centimeters, find the length of the third side, in centimeters.",21
bonus,math,Short Answer,"17) Math – Short Answer Six marbles marked one through six are placed into a bag, and you draw two of them at random. What is the probability that the two marbles you draw are marked 5 and 3?","1/15
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,math,Short Answer,22) Math – Short Answer Evaluate the following expression when b equals 9: 2b plus b minus 6,21
bonus,math,Short Answer,22) Math – Short Answer What is the volume in liters of a circular cylindrical container with a radius of 40 centimeters and a height of 1 meter?,160 pi
toss-up,energy,Multiple Choice,3) Energy – Multiple Choice The power generated by a hydroelectric dam is proportional to all except which of the following? W) Acceleration due to gravity X) Water density Y) Water flow rate Z) Water temperature,Z) WATER TEMPERATURE
bonus,energy,Short Answer,3) Energy – Short Answer What group of pollutants is formed during combustion when nitrogen and oxygen react?,"NO (ACCEPT: NITROGEN OXIDES)
x
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Multiple Choice,4) Life Science – Multiple Choice Which of the following cellular organelles is responsible for energy production in the eukaryotic cell? W) Golgi apparatus X) Nucleus Y) Mitochondrion Z) Vacuole,Y) MITOCHONDRION
toss-up,math,Short Answer,6) Math – Short Answer The radius of a sphere is tripled. By what factor is its surface area multiplied?,9
bonus,math,Short Answer,"6) Math – Short Answer Your scores on your first 3 math tests are 83, 88 and 91. What do you need to score on the fourth test in order to average 90 on the 4 tests?",98
toss-up,math,Short Answer,"8) Math – Short Answer If a line is perpendicular to the line with equation y = 3x + 5 at its y intercept, what is the slope of the perpendicular line?",-1/3
