type,subject,format,question,answer
bonus,math,Short Answer,16) Math – Short Answer Special water for a 600-liter aquarium is only sold in 35-liter containers. What is the minimum number of these 35-liter containers you would need to buy to be able to completely fill the tank?,18 (DO NOT ACCEPT: 17 1/7 or 120/7)
toss-up,chemistry,Multiple Choice,17) Chemistry – Multiple Choice The bond angle in NH is closest to which of the following 3 degree values? W) 90 X) 110 Y) 120 Z) 180,X) 110
bonus,chemistry,Multiple Choice,"17) Chemistry – Multiple Choice D orbitals can overlap to form sigma, pi, or delta bonds. Which of these types of d-d bonds is strongest? W) Sigma X) Pi Y) Delta Z) They are equally strong","W) SIGMA
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,energy,Short Answer,"18) Energy – Short Answer The Athabasca oil sands, the largest bitumen deposit in the world, are located in what country?",CANADA
bonus,energy,Short Answer,"18) Energy – Short Answer Syngas, produced from coal gasification, is made up primarily of what two gases?",CARBON MONOXIDE AND HYDROGEN
toss-up,math,Short Answer,"19) Math – Short Answer Given f(x) = 3x – 5 and g(x) = 4x, what is f of g of x?",12x – 5
bonus,math,Short Answer,19) Math – Short Answer What is the least common multiple of the first four composite numbers?,"72
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,chemistry,Multiple Choice,20) Chemistry – Multiple Choice An atom is sp3 [S-P-3] hybridized. Which of the following is NOT a possible molecular geometry about this atom? W) Bent X) Trigonal pyramidal Y) Tetrahedral Z) Trigonal bipyramidal,Z) TRIGONAL BIPYRAMIDAL
bonus,chemistry,Short Answer,20) Chemistry – Short Answer What region of the electromagnetic spectrum would be able to excite an electron from a 1s orbital to a 2p orbital in a helium atom?,ULTRAVIOLET (ACCEPT: UV)
toss-up,biology,Multiple Choice,21) Biology – Multiple Choice Which of the following describes antibody-dependent cell- mediated cytotoxicity? W) An invertebrate host defense mechanism X) Achieved via the classical complement pathway Y) Mediated by Fc receptors on NK cells and myeloid leukocytes Z) The primary cytotoxic pathway mediated by T cells,"Y) MEDIATED BY FC RECEPTORS ON NK CELLS AND MYELOID
LEUKOCYTES"
bonus,biology,Multiple Choice,21) Biology – Multiple Choice Which of the following is NOT a biogenic amine? W) Dynorphin [dye-NOR-fin] X) Norepinephrine [NOR-eh-pih-NEH-frin] Y) Dopamine Z) Histamine,"W) DYNORPHIN
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
toss-up,physics,Multiple Choice,"22) Physics – Multiple Choice A student at the edge of a merry-go-round travels along an arc of length 6.28 meters as the ride completes a pi/4 angular rotation. To the nearest meter, what is the radius of the ride? W) 2 X) 4 Y) 8 Z) 16",Y) 8
bonus,physics,Short Answer,"22) Physics – Short Answer An object is placed 10 centimeters from a thin lens with a focal length of 2 centimeters. With a negative sign meaning an inverted image, what is the magnification of this system?",-1/4 (ACCEPT: -.25)
toss-up,physics,Multiple Choice,Resonance in a musical instrument is MOST directly exemplified by: W) sympathetic harmonic vibration X) destructive interference Y) dissonance in the standing wave Z) diffraction,W) SYMPATHETIC HARMONIC VIBRATION
bonus,physics,Short Answer,"The specific heat of a certain metal is 0.750 joules per gram kelvin. How much heat, in joules to the nearest whole number, will it take to increase the temperature of 0.50 kilograms of the metal from 25ºC to 50ºC?","9,375
(Solution: ΔH = (0.75 J/g·K)(500g)(25K) = 9,375J)"
toss-up,chemistry,Multiple Choice,"Solvents, such as water, that can both donate and accept protons are typically described as: W) resonant X) metalloid Y) amphoteric Z) polyprotic",Y) AMPHOTERIC
bonus,chemistry,Multiple Choice,"When going from left to right, elements in the same period of the Periodic Table have progressively smaller atomic radii because of: W) increased effective nuclear charge X) decreased effective nuclear charge Y) addition of electrons Z) addition of neutrons",W) INCREASED EFFECTIVE NUCLEAR CHARGE
toss-up,biology,Multiple Choice,Which of the following is missing in bryophytes and is an evolutionary advancement of higher plants: W) vascular tissue X) epidermal tissue Y) chloroplasts Z) plasmodesmata (read as: PLAS-mo-dez-MAH-tah),W) VASCULAR TISSUE
bonus,biology,Short Answer,"If the flower color red is dominant and white is recessive, what will be the expected phenotypic ratio of red to white flowers in the first generation of a cross between parent plants both heterozygous for flower color?",3 TO 1
toss-up,math,Short Answer,"What is the domain and range for the function defined by the following set of three ordered pairs: {(–2, 6), (0, 9), (3, 7)}","DOMAIN = –2, 0, 3; RANGE = 6, 9, 7"
bonus,math,Short Answer,"Giving your answer in centimeters to the nearest whole number, what is the perimeter of a closed quarter-circle whose radius is 12 centimeters?","43
(Solution: curve of circle = ¼ πd = 6π = 18.84; sides = 12 + 12 = 24; 24 + 18.84 = 42.8cm)"
toss-up,earth science,Multiple Choice,What type of stream only bears water during and immediately after a rainstorm: W) ephemeral X) intermittent Y) perennial Z) dendritic,W) EPHEMERAL
bonus,earth science,Multiple Choice,Which of the following is NOT true about ocean tides: W) the Moon’s influence on Earth’s tides is about 2-times greater than the Sun’s influence X) a complete tidal day is about 24 hours 50 minutes long Y) some coastlines have 2 high tides and 2 low tides each lunar day whereas some have only have 1 high tide and 1 low tide each lunar day Z) spring high tides typically have greater ranges in the Northern Hemisphere during summer than during winter,"Z) SPRING HIGH TIDES TYPICALLY HAVE GREATER RANGES IN THE
NORTHERN HEMISPHERE DURING SUMMER THAN DURING WINTER
(Solution: during winter at perihelion, Earth is closer to the Sun)"
toss-up,physics,Short Answer,"What is the acceleration, in meters per second squared, of a 10-kilogram snow sled that is on a frictionless horizontal surface if a horizontal force of 500 newtons is applied to it?","50
(Solution: A = F/M; A = 500/10; A = 50 m/sec2)"
bonus,physics,Multiple Choice,What is the speed of light in meters per second for monochromatic light of 780 nanometers in glass with a refractive index of 1.55: W) 1.5 × 108 X) 1.9 × 108 Y) 4.65 × 107 Z) 4.65 × 108,"X) 1.9 × 108
(Solution: 3.00 × 108/1.55 = 1.9 × 108)"
toss-up,chemistry,Multiple Choice,Which of the following is a nonpolar molecule: W) HCN X) HBr Y) CHCl 3 Z) CO 2,"Z) CO
2"
bonus,chemistry,Multiple Choice,Which of the following is the general formula for a noncyclic alkene (read carefully as: al-KEEN) with n number of carbon atoms: W) C H n 2n X) C H n 2n+2 Y) C H n 2n–2 Z) C H n 2n+1,"W) C H
n 2n"
toss-up,biology,Short Answer,"In photosystem one, when NADP+ forms NADPH with the catalytic help of NADP+ reductase, from what specific place in the chloroplast are the hydrogen ions derived?",STROMA
bonus,biology,Multiple Choice,The conversion of pyruvate to Acetyl Co-A occurs: W) in the cytosol X) in the ER Y) in the mitochondrion Z) in the lysosome,Y) IN THE MITOCHONDRION
toss-up,math,Short Answer,What is the degree of the following monomial: –6x2y4z3,9
bonus,math,Short Answer,Find the number of sides in a regular polygon if each interior angle measures 176 degrees:,"90
(Solution: (n – 2)180º = 176n; n = 90)"
toss-up,earth science,Multiple Choice,Which of the following is LEAST accurate regarding paleontology: W) endothermic mammals thrived during the Cenozoic Era X) the fossil records of birds is poor because of their thin bones and lack of teeth Y) the mastodon was a Proboscidian mammal of the Cenozoic Era Z) trilobites are an important index fossil of the Mesozoic Era,Z) TRILOBITES ARE AN IMPORTANT INDEX FOSSIL OF THE MESOZOIC ERA
bonus,earth science,Multiple Choice,"Deposited by subglacial streams, ridges of sand and gravel that form beneath the ablation zone of a glacier are called: W) cirques X) eskers Y) horns Z) kames",X) ESKERS
toss-up,physics,Multiple Choice,"Which of the following is generally NOT true regarding diffraction of light: W) when white light is passed through a diffraction grating, shorter wavelengths are diffracted the most X) diffraction is wavelength dependent Y) if laser light is passed through a diffraction grating it will produce an interference pattern as a series of dots on a screen Z) white light passing through a diffraction grating is spread into a rainbow of colors","W) WHEN WHITE LIGHT IS PASSED THROUGH A DIFFRACTION GRATING,
SHORTER WAVELENGTHS ARE DIFFRACTED THE MOST"
bonus,physics,Short Answer,"A 300-newton box is placed on an inclined plane that makes a 45º angle with the horizontal. Find the component of the box’s weight parallel to the plane’s surface, in newtons to the nearest whole number:","212 (ACCEPT: 213)
(Solution: F = (300N)sin 45º = 300N × 0.707 = 212.1N)"
toss-up,chemistry,Multiple Choice,Dalton’s gas law applies primarily to: W) non-ideal gases X) gas mixtures Y) density of gases Z) molar mass of gas,X) GAS MIXTURES
bonus,chemistry,Multiple Choice,The oxidation number of oxygen is –1 in: W) normal oxides X) peroxides Y) superoxides Z) lithium oxide,X) PEROXIDES
toss-up,biology,Multiple Choice,"According to the 3 domain system of classification with the 3 domains being, Archaea, Bacteria and Eukarya, which of the following would be LEAST likely to belong to the domain Bacteria: W) chlamydia X) spirochetes (read as: spy-row-keets) Y) gram positive bacteria Z) non-nucleated thermophiles",Z) NON-NUCLEATED THERMOPHILES
bonus,biology,Multiple Choice,In which of the following does the RUBISCO enzyme play a central role: W) Photosystem One X) Electron Transport Y) Photosystem Two Z) Calvin Cycle,Z) CALVIN CYCLE
toss-up,math,Short Answer,"Giving your answer in simplest radical form, rationalize the denominator 1 of the following expression: (3− x) 3+ x",9− x
bonus,math,Short Answer,"Solve the following equation for x over the set of complex numbers, giving your answer in simplest form: x2 – 10x + 34 = 0",5 ± 3i (ACCEPT: 5 + 3i AND 5 – 3i)
toss-up,earth science,Multiple Choice,A hurricane originating in the Eastern tropical Atlantic is driven westward by: W) the intertropical convergence zone X) the prevailing westerlies Y) the easterly trade winds Z) the doldrums,Y) THE EASTERLY TRADE WINDS
bonus,earth science,Multiple Choice,Which of the following is NOT a silicate: W) mica X) galena Y) olivine Z) potassium feldspar,X) GALENA
toss-up,physics,Short Answer,The lens-maker’s equation relates the focal length of a glass lens to the radii of curvature of the lens’s two surfaces and what other property of the lens?,INDEX OF REFRACTION (ACCEPT: REFRACTIVE INDEX)
bonus,physics,Short Answer,"Green light has a wavelength of 500 nanometers. What is its associated frequency, in hertz?",6 × 1014
toss-up,chemistry,Short Answer,"A molecule that contains 4 carbon-hydrogen single bonds and one carbon-carbon double bond contains how many sigma and pi bonds, respectively?",SIGMA = 5; PI = 1
bonus,chemistry,Short Answer,What is the systematic IUPAC name for the compound RbClO ? 4,"RUBIDIUM PERCHLORATE
(DO NOT ACCEPT: RUBIDIUM ONE PERCHLORATE)"
toss-up,biology,Short Answer,"Animal tissues are generally divided into four main types. If three of them are, connective, nervous, and muscle, what is the fourth tissue?",EPITHELIAL (ACCEPT: EPITHELIUM)
bonus,biology,Short Answer,"Order the following 4 choices from the SMALLEST to the LARGEST, assuming average size for each: erythrocyte; mitochondrion; polio virus; macrophage",POLIO VIRUS; MITOCHONDRION; ERYTHROCYTE; MACROPHAGE
toss-up,chemistry,Short Answer,What is the pH of a solution having a hydroxide ion concentration of 1 × 10–5 M?,9
bonus,chemistry,Short Answer,"At standard temperature and pressure, if a sample of argon has a volume of 67 liters, how many moles of argon are in the sample, to the nearest whole number?","3
(Solution: (67L)(1mol Ar/22.4L) = 3 mol Ar)"
